Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
Tonga,TON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141.035912,2348.699174,2402.211364,2545.127676,2721.67856,2976.438693,3078.947182,3155.777647,3247.662213,3394.242789,3480.354869,3670.46658,3886.024899,4030.650193,4015.001704,4120.838749,4219.427702,4326.951885,4606.718868,4386.505826,4464.931535,4858.141603,4994.812566,5117.803074,5341.840873,5484.438821,5926.576629,6257.089734,6439.157782,6613.495736,6713.152994,6778.503569,,,
South Asia (IDA & IBRD),TSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1262.994205,1303.238922,1379.379925,1440.654032,1525.631056,1629.881948,1736.19446,1794.969791,1877.179782,2008.919456,2097.178587,2198.045698,2269.071424,2435.80828,2644.192058,2887.357268,3153.669234,3420.331327,3547.939471,3767.342095,4037.867377,4268.239073,4619.028326,4816.736925,5002.601285,5226.789623,5567.484357,5888.164596,6403.396274,6790.113312,6678.760384,7578.327096,8573.216592,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1787.276474,1809.13738,1800.192843,1785.752462,1797.102768,1850.581921,1930.264904,1996.800511,2018.147511,2041.15835,2105.474935,2186.866887,2294.974668,2374.54883,2530.018919,2693.451041,2866.878935,3041.214425,3174.253237,3199.852188,3335.339896,3457.829447,3454.034364,3593.920122,3759.960479,3756.41727,3788.288265,3841.759667,3928.430806,4082.011427,4004.929971,4284.067811,4639.847969,,
Trinidad and Tobago,TTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6799.289717,7192.880784,8040.864265,8122.84914,8543.267792,9010.216653,9787.792314,10667.12302,11624.7849,12691.5232,13821.25432,14651.77087,15972.84861,18535.80753,20431.46573,22251.32613,25819.63035,27618.80225,28937.28429,27677.08431,28753.68792,29064.31237,29966.83998,29693.37092,29926.62165,27758.83052,26122.02002,26364.22741,26644.49511,26641.38916,23972.04818,27631.67781,29910.06069,,
Tunisia,TUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3727.612369,3919.240064,4233.238856,4342.331772,4492.95854,4618.786472,4966.545973,5256.072808,5500.896397,5849.127168,6196.743385,6509.908138,6632.818604,7012.839785,7576.978017,8012.211589,8613.620208,9353.557873,9843.913324,10109.96028,10428.54143,10297.42359,10458.0488,10521.48873,10798.75688,10637.45997,10845.96768,11134.95692,11675.18632,12314.08594,11747.00357,12126.58773,13196.56721,,
Turkiye,TUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8460.747892,8669.791061,9235.958652,10037.84261,9525.435876,10249.16356,10969.12275,11785.23943,8969.162706,8649.614773,9498.964414,9157.475603,9281.087739,9587.597004,10854.68885,11863.85563,13581.51987,14866.42771,16038.29562,15442.11732,17343.67713,19590.95104,20627.49206,22373.24656,24105.0238,25855.76536,26695.91569,28193.17449,28299.39887,28461.17903,28680.20094,31637.53054,38355.15397,,
Tuvalu,TUV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1596.427975,1678.538979,1743.789819,1848.547418,2073.025544,2005.122032,1914.919456,2138.571611,2496.839553,2490.876917,2523.11103,2584.514219,2878.365233,2790.423016,2765.030458,2685.904834,2802.943516,3048.1503,3274.039767,3048.721137,2976.19162,3199.673671,3144.911777,3319.533621,3387.500376,3785.429926,4049.092499,4236.399503,4383.450259,5036.655673,4834.394476,5080.765244,5423.048668,,
Tanzania,TZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921.8898926,948.0987549,951.0390625,954.6403198,952.5892944,975.6486206,1019.361755,1051.777832,1074.710693,1113.147217,1156.62793,1220.888062,1293.652222,1370.328247,1472.281006,1587.423706,1695.14209,1807.446411,1894.538574,1957.614746,2052.958496,2193.044434,2065.5271,2157.239014,2200.939453,2294.264404,2408.841309,2445.506348,2697.20166,2947.126953,3251.588379,3451.448242,3750.869873,,
Uganda,UGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665.1830011,702.4923687,718.163367,769.353067,808.5950071,895.936776,968.4757857,1005.727839,1035.657787,1098.687716,1123.109496,1171.717419,1254.29859,1320.012354,1405.512288,1497.231228,1660.760428,1795.67184,1932.104554,2017.066703,2094.433582,2271.727824,2035.749515,2048.561428,2137.474175,2193.125573,2168.139316,2160.662674,2314.866388,2444.248287,2535.215707,2688.266835,2920.656507,,
Ukraine,UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7613.644531,7171.255371,6589.552734,5784.656738,4577.827148,4136.163574,3824.486572,3808.273193,3811.875977,3894.403809,4260.276855,4789.681641,5172.960449,5824.124512,6736.79541,7214.111816,8054.040039,9004.879883,9434.435547,8093.555664,8559.929688,9246.769531,9681.522461,11056.54199,10664.62402,10064.84277,11011.9707,11686.85742,12708.79883,14380.86133,15716.8418,18040.3457,16003.12207,,
Upper middle income,UMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3261.780921,3402.689058,3503.129536,3682.720791,3859.506564,4059.717282,4307.947614,4578.749285,4567.424091,4746.24528,5131.867451,5389.967264,5685.528651,6086.054788,6701.727896,7400.041487,8351.71148,9308.57943,10189.77952,10485.01606,11396.48569,12397.49798,13237.26232,13966.92914,14460.83877,14571.19464,15060.18184,15893.22901,17008.92977,18021.63026,18123.25947,20572.14697,22751.08224,,
Uruguay,URY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6655.413075,7082.249592,7772.67407,8121.976465,8848.663184,8852.494314,9463.334366,10390.00245,10922.45637,10853.75585,10841.59098,10631.54923,9945.823793,10212.17121,10999.10049,12176.09356,13048.08388,14250.00278,15530.64543,16254.33213,17688.37794,18937.2042,19288.78251,20442.35349,21640.03321,21941.89055,22609.83499,23373.75252,24102.86238,25476.70141,25550.51412,29500.37262,33165.16259,,
United States,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23888.60001,24342.2589,25418.99078,26387.29373,27694.85342,28690.8757,29967.71272,31459.13898,32853.67695,34515.39023,36329.95607,37133.62311,37997.75966,39490.27496,41724.63163,44123.40707,46302.00088,48050.22378,48570.04598,47194.94335,48650.64313,50065.9665,51784.41857,53291.12769,55123.84979,56762.72945,57866.74493,59907.75426,62823.30944,65120.39466,63528.6343,70219.47245,76329.58227,,
Uzbekistan,UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2658.568958,2677.256798,2375.240142,2322.239835,2204.784523,2190.812418,2225.867604,2337.506628,2426.096414,2538.566618,2658.59476,2796.062943,2916.560149,3064.139926,3341.986737,3643.700878,3987.066407,4419.361874,4832.601605,5167.211472,5469.980737,5844.807562,6061.947154,6302.647244,6494.859941,6680.184701,6796.904892,6840.70986,7192.50535,7513.69754,7516.215664,8162.195817,9042.318333,,
St. Vincent and the Grenadines,VCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3936.250836,4104.88398,4448.768693,4731.134478,4758.350072,5224.89512,5383.615702,5669.104817,5973.201729,6230.82997,6486.787936,6759.10586,7243.330309,7904.353819,8488.03186,9017.298375,10000.92025,10670.24973,10969.18328,10934.52636,10622.68745,10837.63989,11054.89134,11698.97169,12206.29979,12434.41162,13542.63109,13590.03472,14640.31695,15233.65509,15254.24714,15673.67048,17665.97974,,
"Venezuela, RB",VEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9533.132896,10560.14168,11192.93492,11233.84831,10961.48387,11388.11626,11335.3514,12017.63143,11946.8376,11171.7256,11622.6067,12064.37702,10968.66769,10137.17807,12103.94211,13543.36548,15094.29176,16600.11919,17550.80994,16859.8308,16581.81882,17402.27566,,,,,,,,,,,,,
British Virgin Islands,VGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31979.10577,32482.27964,34462.60823,36786.49764,39281.14854,41973.10935,43275.46323,40677.99468,41430.33433,38845.48849,33742.29101,32218.99025,32286.53872,32522.21064,33434.85109,33893.55018,36746.48689,40021.77758,41354.19633,46238.05965,,,
Viet Nam,VNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1184.122088,1269.694538,1382.001237,1499.16023,1636.064591,1798.525065,1970.788948,2136.500468,2253.395595,2363.732527,2552.682842,2743.480707,2932.063173,3163.509584,3457.792164,3797.045852,4146.952061,4519.045116,4819.01167,5059.3425,5391.169538,5793.929889,6391.723998,6781.267213,7332.395857,7724.161017,8453.065219,9281.283364,10149.49816,11190.15319,11781.1483,12219.00689,14024.81405,,
Vanuatu,VUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638.265182,1704.104813,1744.039674,1754.572804,1907.698213,1920.532703,1954.227457,2037.003831,2036.169356,2023.810833,2139.302078,2059.981741,1933.378851,2005.160665,2089.037227,2214.53629,2417.246832,2493.326283,2619.162617,2651.00383,2652.84197,2728.065774,2741.502519,2736.276785,2806.791359,2778.249817,2867.340123,3031.243172,3118.301296,3200.623455,3008.551637,3090.227958,3290.569371,,
World,WLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5571.95684,5774.450631,5941.117421,6100.909854,6331.943765,6587.016135,6876.133344,7166.838861,7304.794778,7560.185203,8016.874455,8294.687082,8579.498567,8949.01344,9552.090222,10161.71679,10989.89183,11753.32565,12292.1845,12240.01387,12886.97807,13573.70558,14117.10832,14635.70556,15019.6937,15178.2489,15629.81886,16304.47081,17172.83307,17984.64331,17725.32718,19645.49139,21573.626,,
Samoa,WSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2159.019452,2174.03823,2204.78576,2328.154713,2294.062107,2472.832568,2671.224772,2706.741515,2768.720999,2840.347758,3022.823053,3292.118858,3511.576727,3751.25825,3957.512437,4339.839031,4550.966786,4669.574124,4894.735664,4864.196573,5184.006698,5448.406558,5295.363088,5344.899043,5431.388279,5646.187146,6098.966116,6238.904021,6287.229435,6615.408449,6402.053278,6107.162079,6089.558852,,
Kosovo,XKX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6545.425573,6863.694463,7231.002856,7780.594464,7897.654333,8090.768293,8200.551108,8715.299803,9157.102974,9381.023878,10018.74428,10861.1321,10532.61137,12362.70481,14113.78697,,
"Yemen, Rep.",YEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1809.109912,1913.498538,2038.812663,2090.392224,2195.755726,2287.961528,2362.863535,2456.259626,2558.41861,2617.157003,2763.469847,2854.337844,2933.641254,3022.45206,3142.122148,3327.609612,3435.021444,3536.904858,3626.125524,3679.949027,3895.223611,3370.915185,3258.192678,3437.429536,,,,,,,,,,,
South Africa,ZAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6520.094652,6503.423028,6377.020224,6489.869515,6723.172165,6961.403349,7281.854053,7495.387258,7523.430932,7726.200459,8154.200276,8487.529555,8857.792814,9213.44244,9799.580741,10540.13714,11364.20166,12172.91425,12658.03424,12394.93436,12771.91051,13281.50389,13142.5888,13569.25285,13570.14971,13600.6168,13719.94319,13979.52387,13643.77414,13706.71382,13062.67277,14172.54425,15330.7259,,
Zambia,ZMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1541.301115,1553.622868,1524.030316,1626.601344,1481.620383,1518.895874,1602.678008,1649.662665,1619.370137,1674.11347,1730.228182,1808.279115,1861.439087,1968.253839,2095.534953,2242.108832,2409.243466,2587.957949,2742.914871,2909.726342,3136.322798,3267.408278,3361.721331,3514.718488,3475.759629,3368.460312,3342.331991,3419.717835,3468.844121,3385.78657,3174.510533,3526.507418,3864.883431,,
Zimbabwe,ZWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1794.153646,1907.652489,1731.232787,1765.451299,1958.125362,1977.675574,2185.928529,2246.209391,2299.395445,2279.549784,2237.30346,2305.776957,2120.32707,1781.158997,1710.70538,1654.894658,1632.78353,1600.065026,1331.942094,1486.267367,1804.037248,2080.611511,2366.176012,2558.994062,2618.240859,2692.2907,2825.357165,2435.794358,2611.326409,2711.529334,2784.872395,3276.267753,3660.825142,,
Russian Olympic Committee,ROC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9313.021484,9313.975586,9473.1875,9739.908203,9958.469727,9714.383789,10251.67676,10030.03906,,
Soviet Union,SUN,,,,,,,,,,,,,,,,,,,,,7568,,7943,,,8896,,,,,,9931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19445.8,,
Bohemia,BOH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Germany,DDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20500,,
Australasia,ANZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yugoslavia,YUG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5464,,,,,2650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual Olympic Athletes,IOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Indies Federation,WIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Germany,FRG,,,,,,,,,,,2761.166833,3192.133616,3809.981445,5046.755103,5639.077621,6236.358881,6634.856899,7682.953775,9482.04285,11281.02332,12138.3081,10209.07312,9913.737642,9864.34494,9313.169412,9429.569217,13461.831,16677.51079,17931.28232,17764.37645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia and Montenegro,SCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,3200,,,,,,,,,,,,,,,,,,,
United Arab Republic,UAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unified Team,EUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czechoslovakia,CSK,,,,,,,,,,,3497,3578,3991,4581,4683,5046,4908,5030,5286,5381,5305,,,,,,,,,,3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13752.6,,
